area,direction,elevator,fitment,name,property,total_price,type,unit_price
85.23平米,南,有,精装,半岛城邦花园三期 ,非共有,1680,2室2厅,单价197114元/平米
88.45平米,东,有,精装,双玺时光道 ,非共有,1180,1室1厅,单价133409元/平米
89.66平米,东南,有,精装,中粮祥云 ,非共有,450,3室2厅,单价50190元/平米
76.59平米,南,有,精装,嘉洲华苑 ,非共有,525,2室2厅,单价68547元/平米
48.13平米,南,有,精装,双城世纪 ,非共有,245,2室1厅,单价50904元/平米
45.64平米,东北,有,精装,信和爱琴居 ,非共有,188,2室1厅,单价41192元/平米
18.44平米,东 西南,有,简装,旭飞华天苑 ,非共有,92,1室0厅,单价49892元/平米
86.12平米,东南,有,简装,绿景新苑 ,非共有,610,3室1厅,单价70832元/平米
38.62平米,东北,有,简装,新天地名居 ,非共有,260,1室1厅,单价67323元/平米
38.94平米,东南,有,简装,西海明珠花园 ,非共有,390,1室0厅,单价100155元/平米
141.48平米,南 北,有,精装,百仕达花园一期 ,非共有,880,3室2厅,单价62200元/平米
70.45平米,东南,有,精装,锦缘里嘉园 ,非共有,485,2室2厅,单价68844元/平米
37.83平米,东,无,简装,南油B区 ,非共有,298,1室0厅,单价78774元/平米
27.96平米,东,无,简装,安源居 ,非共有,160,1室0厅,单价57225元/平米
74.42平米,东南,有,精装,中城康桥花园一期 ,非共有,360,2室2厅,单价48375元/平米
28.31平米,西,有,精装,鹏公馆 ,共有,436,1室0厅,单价154010元/平米
68.71平米,西北,有,精装,泰雅园 ,非共有,305,2室2厅,单价44390元/平米
37.61平米,东南,有,简装,福德花园 ,非共有,260,1室1厅,单价69131元/平米
53.28平米,西北,有,简装,骏皇嘉园 ,共有,495,2室1厅,单价92906元/平米
121.22平米,西南 东北,有,精装,莱蒙水榭春天一期 ,非共有,998.9,4室2厅,单价82404元/平米
68.81平米,南,有,精装,康达尔花园五期蝴蝶堡 ,共有,405,3室1厅,单价58858元/平米
85.57平米,西南,有,精装,天福华府 ,非共有,555,2室2厅,单价64860元/平米
86.44平米,东南,有,精装,旭源瑞景轩 ,非共有,335,3室2厅,单价38756元/平米
93.36平米,南,无,精装,73区 ,非共有,458,3室1厅,单价49058元/平米
81.85平米,南,有,精装,中熙香缇湾 ,非共有,840,3室1厅,单价102627元/平米
170.77平米,东南,有,精装,锦绣花园三期 ,共有,1780,3室1厅,单价104234元/平米
113.35平米,西北,有,简装,中旅广场 ,非共有,800,3室1厅,单价70578元/平米
192.63平米,南 北,有,精装,锦绣花园三期 ,非共有,1850,4室2厅,单价96040元/平米
76.83平米,南,有,毛坯,阳基御龙山 ,共有,400,3室2厅,单价52063元/平米
139.9平米,南,有,简装,蓝漪花园 ,共有,1328,4室1厅,单价94925元/平米
66.88平米,南,有,精装,茂业城 ,非共有,212,2室1厅,单价31699元/平米
50.49平米,西北,有,简装,国展苑 ,非共有,207.6,2室2厅,单价41118元/平米
63.13平米,北,有,简装,大世纪水山缘 ,非共有,300,2室2厅,单价47521元/平米
58.83平米,南,无,精装,阳光花园 ,非共有,270,2室1厅,单价45895元/平米
60.45平米,南,有,精装,海康大厦 ,非共有,468,2室1厅,单价77420元/平米
65.3平米,东,有,简装,布吉中心花园 ,非共有,306,2室1厅,单价46861元/平米
25.16平米,北,有,简装,联城美园 ,非共有,140,1室0厅,单价55644元/平米
62.23平米,东南,无,简装,赛龙豪轩 ,共有,295,2室2厅,单价47405元/平米
55.87平米,东 北,有,简装,阳光花园 ,非共有,266,2室1厅,单价47611元/平米
40.52平米,东,有,简装,南塘物业小区 ,非共有,185,2室1厅,单价45657元/平米
88.21平米,东南,有,精装,满京华喜悦里 ,非共有,420,3室2厅,单价47614元/平米
87.03平米,东南,有,精装,天峦湖 ,非共有,379.8,3室2厅,单价43641元/平米
49.53平米,西南,有,简装,森雅谷润筑园 ,共有,192,1室1厅,单价38765元/平米
65.04平米,北,有,精装,康达尔花园五期蝴蝶堡 ,共有,340,3室2厅,单价52276元/平米
58.88平米,南,无,简装,怡景花园 ,非共有,538,3室2厅,单价91373元/平米
137.21平米,南 北,有,精装,发展兴苑 ,非共有,1350,3室2厅,单价98390元/平米
88.53平米,南 北,有,精装,万科麓城二期 ,非共有,550,3室2厅,单价62126元/平米
70.15平米,东南,无,精装,半岛明苑 ,共有,515,3室2厅,单价73415元/平米
70.45平米,东南,有,精装,绿景香颂 ,共有,550,3室2厅,单价78070元/平米
108.47平米,东南,有,精装,长泰花园 ,非共有,1520,3室1厅,单价140131元/平米
72.19平米,东北,有,精装,环岛丽园 ,非共有,560,2室1厅,单价77574元/平米
72.24平米,东北,有,精装,中海丽苑 ,非共有,630,2室1厅,单价87210元/平米
81.99平米,东南,有,精装,坤祥花语馨 ,非共有,385,3室2厅,单价46957元/平米
76平米,南,有,精装,祥云天都世纪大厦 ,非共有,568,2室1厅,单价74737元/平米
100.7平米,南,有,精装,水木澜山居 ,共有,860,4室1厅,单价85403元/平米
88.4平米,西南,有,精装,THETOWN乐城 ,非共有,456,3室2厅,单价51584元/平米
64.82平米,西南,有,精装,碧海名园 ,非共有,530,3室1厅,单价81765元/平米
117.36平米,东北,有,精装,中南花园 ,共有,970,3室1厅,单价82652元/平米
89.26平米,东南,有,精装,振业天峦 ,非共有,345,4室1厅,单价38652元/平米
73.64平米,东 南,有,精装,格澜郡二期 ,非共有,428,2室2厅,单价58121元/平米
75.94平米,西,有,精装,云海天城 ,非共有,760,2室2厅,单价100080元/平米
78.67平米,南,有,精装,蓝宝石家园 ,非共有,630,3室2厅,单价80082元/平米
121.37平米,南,有,精装,美晨苑 ,非共有,960,3室2厅,单价79097元/平米
85.41平米,南,无,精装,中海怡瑞山居 ,非共有,358,3室1厅,单价41916元/平米
67.06平米,东南,无,精装,文星花园 ,非共有,380,2室1厅,单价56666元/平米
76.09平米,南,有,精装,壹锦园 ,非共有,570,3室2厅,单价74912元/平米
126.17平米,东,有,简装,嘉麟豪庭 ,非共有,750,3室2厅,单价59444元/平米
60.07平米,西,有,精装,松坪村东区三期 ,非共有,550,2室2厅,单价91560元/平米
166.35平米,东南 东北,有,精装,峰景台大厦 ,非共有,736,4室2厅,单价44245元/平米
94.85平米,东,有,精装,桂芳园八期 ,非共有,564,3室1厅,单价59463元/平米
75.11平米,西南,有,精装,领翔华府 ,非共有,600,3室1厅,单价79883元/平米
89.12平米,南,有,精装,中海锦城 ,非共有,840,3室2厅,单价94255元/平米
86.95平米,西南,有,精装,珑门 ,非共有,480,3室2厅,单价55205元/平米
88.26平米,东南,有,精装,学府道花园 ,非共有,580,3室2厅,单价65715元/平米
103.26平米,南,无,精装,慢城一期 ,非共有,448,3室2厅,单价43386元/平米
100.71平米,西北,有,毛坯,中山花园大厦 ,共有,508,3室1厅,单价50442元/平米
65.72平米,东北,有,精装,骏皇嘉园 ,非共有,580,2室2厅,单价88254元/平米
71.65平米,南 北,无,精装,惠中名苑 ,非共有,558,2室1厅,单价77879元/平米
126.64平米,南,有,简装,云顶翠峰 ,非共有,1000,3室1厅,单价78964元/平米
79.21平米,西北,有,精装,万科金域蓝湾二期 ,非共有,720,2室1厅,单价90898元/平米
104.91平米,西北,有,简装,航苑大厦 ,非共有,800,4室1厅,单价76256元/平米
58.05平米,东南,无,精装,弘雅花园雅兰亭四期 ,非共有,480,2室2厅,单价82688元/平米
62.4平米,西南,有,简装,英达钰龙园 ,非共有,590,2室1厅,单价94552元/平米
89.13平米,西南,有,精装,鸿荣源尚峰 ,非共有,620,4室2厅,单价69562元/平米
85.73平米,西南,有,精装,怀德公元 ,共有,600,3室2厅,单价69988元/平米
93平米,北,有,简装,嘉洲富苑 ,共有,720,3室1厅,单价77420元/平米
62.39平米,东,有,精装,阳光新干线家园 ,非共有,343,2室1厅,单价54977元/平米
65平米,西南,无,精装,新城花园 ,非共有,410,3室2厅,单价63077元/平米
67.3平米,东南,有,精装,南景苑 ,非共有,490,2室1厅,单价72809元/平米
132.81平米,南,有,简装,九州家园 ,非共有,370,4室2厅,单价27860元/平米
116.57平米,南 北,有,精装,桃源居二区 ,非共有,688,3室2厅,单价59021元/平米
79.74平米,北,无,精装,宝安山庄 ,共有,350,3室2厅,单价43893元/平米
71.3平米,南,无,简装,中海怡翠山庄三期 ,非共有,329,2室2厅,单价46144元/平米
88.68平米,南 北,无,精装,桃源居四区 ,非共有,555,3室1厅,单价62585元/平米
81.77平米,东南,有,简装,骏景华庭 ,非共有,520,3室2厅,单价63594元/平米
88.02平米,南,有,精装,旭源瑞景轩 ,非共有,333,3室2厅,单价37833元/平米
90.86平米,西北,有,精装,桂芳园五期 ,非共有,395,3室2厅,单价43474元/平米
97.9平米,东南,有,精装,中海阳光玫瑰园 ,非共有,1400,3室2厅,单价143004元/平米
112.69平米,东南,有,精装,长乐花园 ,非共有,1590,3室2厅,单价141096元/平米
74.63平米,南,有,精装,皇庭香格里花园 ,非共有,663,2室1厅,单价88839元/平米
77.36平米,南 北,暂无数据,精装,汇龙苑 ,共有,510,3室2厅,单价65926元/平米
89平米,东北,有,精装,信义荔山公馆 ,非共有,600,3室1厅,单价67416元/平米
68.88平米,东南,无,精装,风临四季 ,非共有,270,3室2厅,单价39199元/平米
89平米,东南,有,精装,瑞泽佳园 ,非共有,422,3室2厅,单价47416元/平米
97.23平米,西南,有,精装,龙城华府 ,非共有,403,3室2厅,单价41449元/平米
72.13平米,北,有,精装,深业御园 ,非共有,235,3室1厅,单价32581元/平米
88.13平米,西南,有,简装,中海康城国际一期 ,非共有,418,3室1厅,单价47430元/平米
98.03平米,南,无,精装,福园小区 ,非共有,379,3室2厅,单价38662元/平米
66.7平米,南,无,精装,华翔居 ,非共有,396,3室1厅,单价59371元/平米
42.74平米,东,有,简装,深蓝季节 ,非共有,459,1室1厅,单价107394元/平米
97.54平米,东南 北,无,精装,风和日丽 ,非共有,465,3室1厅,单价47673元/平米
125.69平米,南,有,精装,香珠花园 ,非共有,1500,3室2厅,单价119342元/平米
81.29平米,南,有,精装,茵悦之生花园二期 ,非共有,395,3室1厅,单价48592元/平米
112.12平米,东南,有,精装,万科金域蓝湾三期 ,非共有,1180,3室2厅,单价105245元/平米
43.16平米,西南,有,简装,英达钰龙园 ,非共有,430,2室1厅,单价99630元/平米
75.79平米,东北,有,精装,佳兆业可园六期 ,非共有,420,2室2厅,单价55417元/平米
104.68平米,东南,有,简装,龙威花园一期 ,非共有,340,3室2厅,单价32480元/平米
195.48平米,东,有,精装,益田花园二期 ,非共有,1438,4室2厅,单价73563元/平米
76.49平米,北,无,简装,南岭花园 ,非共有,278,3室2厅,单价36345元/平米
86.53平米,南,有,精装,靖轩豪苑 ,非共有,703,3室2厅,单价81244元/平米
64.07平米,南 北,无,简装,南头中学教师楼 ,非共有,485,2室2厅,单价75699元/平米
42.07平米,南,有,简装,英达钰龙园 ,共有,415,1室1厅,单价98646元/平米
88.69平米,西北,有,简装,麓园 ,非共有,392,3室2厅,单价44199元/平米
87.26平米,西南,有,精装,中海康城国际一期 ,非共有,410,3室1厅,单价46987元/平米
71.28平米,北,有,精装,五洲星苑 ,非共有,618,2室1厅,单价86701元/平米
75.61平米,东南,有,精装,来座山 ,非共有,518,3室1厅,单价68510元/平米
157.45平米,东,有,简装,中旅国际公馆2期 ,非共有,3120,4室2厅,单价198159元/平米
80.6平米,南 北,有,其他,合正观澜汇 ,非共有,550,3室2厅,单价68239元/平米
46.07平米,东北,有,精装,绿景中城天邑花园 ,共有,510,2室1厅,单价110702元/平米
101.67平米,南 北,有,精装,锦绣江南四期 ,共有,570,3室2厅,单价56064元/平米
115.31平米,南,有,精装,万科第五园八期 ,非共有,760,4室2厅,单价65910元/平米
85.61平米,西南,有,精装,信义御城豪园 ,非共有,399,3室2厅,单价46607元/平米
88.76平米,东南,有,精装,佳兆业城市广场三期 ,非共有,640,3室2厅,单价72105元/平米
89.01平米,西北 北,有,简装,招商依山郡 ,非共有,480,3室2厅,单价53927元/平米
67.36平米,东北,有,精装,京基御景华城 ,非共有,520,2室2厅,单价77198元/平米
66.63平米,东南,有,简装,旺业豪苑 ,非共有,380,3室1厅,单价57032元/平米
63平米,南,无,简装,愉园新村 ,非共有,235,2室1厅,单价37302元/平米
72平米,南,有,精装,东方瑞景苑 ,共有,256,2室1厅,单价35556元/平米
36.87平米,北,有,毛坯,奥宸观壹城 ,共有,155,2室1厅,单价42040元/平米
77.55平米,南,有,简装,佳兆业水岸新都 ,非共有,248,2室1厅,单价31980元/平米
59.07平米,南,有,精装,远洋新干线一期 ,非共有,170,2室1厅,单价28780元/平米
88.86平米,南,有,简装,振业峦山谷 ,非共有,320,2室1厅,单价36012元/平米
103.78平米,南,有,精装,玖悦 ,非共有,938,3室2厅,单价90384元/平米
224.76平米,东,有,简装,京基御景东方 ,非共有,2600,6室3厅,单价115679元/平米
68.83平米,南 北,有,简装,丹梓龙庭 ,非共有,175,2室1厅,单价25425元/平米
37.61平米,西,有,简装,飞扬时代大厦 ,非共有,240,1室0厅,单价63813元/平米
88.66平米,南,有,精装,星河智荟 ,非共有,394.5,3室2厅,单价44496元/平米
68.51平米,北,有,精装,万科红二期 ,非共有,485,3室1厅,单价70793元/平米
85.15平米,南,有,精装,天悦湾花园 ,非共有,1050,3室2厅,单价123312元/平米
88.15平米,西北,有,精装,恒地悦山湖花园 ,非共有,430,4室2厅,单价48781元/平米
111.04平米,东南,有,精装,大世纪花园 ,非共有,448,3室2厅,单价40346元/平米
32.29平米,东北,有,精装,白金时代 ,共有,329,2室1厅,单价101890元/平米
75.38平米,南,有,精装,青春家园 ,非共有,830,2室1厅,单价110109元/平米
81.98平米,南,有,简装,润城花园 ,非共有,698,2室1厅,单价85143元/平米
88.65平米,南,有,精装,新地中央 ,非共有,550,3室2厅,单价62042元/平米
89.81平米,北,有,精装,中信领航 ,非共有,730,4室2厅,单价81283元/平米
75.8平米,东北,有,精装,天源大厦 ,非共有,440,3室1厅,单价58048元/平米
62.82平米,南,有,简装,心语雅园 ,非共有,670,2室1厅,单价106654元/平米
97.59平米,东南,有,精装,佳兆业可园五期 ,非共有,575,4室2厅,单价58920元/平米
112.87平米,南 北,有,精装,锦绣江南四期 ,非共有,610,4室2厅,单价54045元/平米
48.64平米,西北,有,简装,诺德假日花园 ,非共有,730,2室1厅,单价150083元/平米
35.56平米,北,有,简装,旭飞华达园 ,非共有,178,1室1厅,单价50057元/平米
88.2平米,东南 南,有,精装,振业天峦 ,共有,370,3室2厅,单价41951元/平米
73.47平米,东南,无,精装,信和花园 ,共有,258.5,2室2厅,单价35185元/平米
68.42平米,东南,有,精装,佳兆业新都汇 ,非共有,390,2室1厅,单价57001元/平米
68.73平米,东南,无,简装,雅豪祥苑 ,非共有,222,2室1厅,单价32301元/平米
81.28平米,西南,有,精装,雷圳碧榕湾 ,非共有,860,2室1厅,单价105808元/平米
87.31平米,南,有,简装,溪山 ,非共有,680,3室1厅,单价77884元/平米
40.85平米,西,有,简装,花好园 ,非共有,398,1室1厅,单价97430元/平米
140.95平米,东南,有,毛坯,麓园 ,非共有,595,4室2厅,单价42214元/平米
116.74平米,西北,有,精装,幸福海岸二期 ,非共有,1200,3室1厅,单价102793元/平米
73.74平米,西北,有,精装,菁英趣庭 ,非共有,880,3室1厅,单价119339元/平米
70平米,东南,有,简装,中兆花园 ,共有,258,2室1厅,单价36858元/平米
62.88平米,西北,有,精装,龙威花园二期 ,非共有,275,2室1厅,单价43735元/平米
80.77平米,西南,有,毛坯,光明1号 ,非共有,450,3室2厅,单价55714元/平米
70.25平米,南,有,毛坯,深业东岭 ,非共有,530,2室1厅,单价75445元/平米
78.89平米,北,有,精装,龙珠花园A区 ,非共有,288.8,3室1厅,单价36608元/平米
52.79平米,东南,有,精装,花样年花乡 ,非共有,630,2室1厅,单价119341元/平米
92.84平米,东南,有,精装,阳光明居 ,非共有,750,3室1厅,单价80785元/平米
50平米,东北,有,简装,国展苑 ,非共有,210,2室1厅,单价42000元/平米
50.93平米,南,有,精装,城南雅筑 ,非共有,220,2室2厅,单价43197元/平米
89.81平米,南,有,毛坯,锦荟PARK ,非共有,450,3室2厅,单价50106元/平米
66.63平米,西,有,精装,金地上塘道二期 ,非共有,513,2室1厅,单价76993元/平米
58.9平米,东北,有,简装,泰华俊庭 ,共有,500,2室1厅,单价84890元/平米
60.54平米,东北,无,简装,桂芳园一期 ,非共有,282,2室2厅,单价46581元/平米
56.11平米,南,有,简装,花好园 ,非共有,560,2室1厅,单价99804元/平米
130.23平米,东南,有,精装,中航天逸 ,非共有,1200,4室1厅,单价92145元/平米
51.12平米,北,有,精装,龙珠花园A区 ,非共有,209,2室1厅,单价40885元/平米
41.86平米,东南,有,简装,旭飞华达园 ,非共有,220,2室1厅,单价52557元/平米
44.9平米,西,有,简装,百仕达东郡 ,非共有,334.8,1室1厅,单价74566元/平米
89.19平米,东南,有,简装,振业天峦 ,非共有,330,3室2厅,单价37000元/平米
89.36平米,东南,有,精装,振业天峦 ,非共有,360,3室1厅,单价40287元/平米
118.41平米,东南,有,精装,泰华明珠 ,非共有,748,3室2厅,单价63171元/平米
79.12平米,东南,有,精装,海语山林 ,非共有,240,3室2厅,单价30334元/平米
106平米,西南,有,简装,碧华庭居 ,非共有,748,3室2厅,单价70567元/平米
44.8平米,北,有,精装,阳光里雅居 ,非共有,560,2室1厅,单价125001元/平米
47.58平米,北,有,其他,劲嘉龙园印象 ,共有,210,2室1厅,单价44137元/平米
37.53平米,东南,有,简装,丽廷豪苑 ,共有,159.9,1室1厅,单价42606元/平米
81.8平米,南,有,精装,城南雅筑 ,非共有,285,3室1厅,单价34842元/平米
51.47平米,东南,有,精装,雍翠华府 ,非共有,294,2室1厅,单价57121元/平米
59.18平米,南,有,精装,振业峦山谷 ,非共有,210,2室1厅,单价35485元/平米
37.74平米,南,无,精装,可乐园 ,非共有,238,2室2厅,单价63064元/平米
77.3平米,东 北,有,毛坯,承翰半山海 ,非共有,228,2室2厅,单价29496元/平米
89.32平米,北 南,有,精装,金地名峰 ,共有,350,4室1厅,单价39185元/平米
66.89平米,西南,无,简装,水晶之城 ,非共有,260,2室1厅,单价38870元/平米
25.94平米,南,无,简装,八卦岭宿舍 ,非共有,235,1室0厅,单价90594元/平米
126.08平米,南,有,精装,尚水天成 ,非共有,700,5室1厅,单价55521元/平米
89.93平米,南,有,毛坯,宝安山庄 ,非共有,430,3室2厅,单价47815元/平米
117.79平米,北,有,简装,佳兆业可园一期 ,共有,630,4室1厅,单价53486元/平米
65.45平米,西南,无,简装,桂芳园一期 ,非共有,295,2室2厅,单价45073元/平米
50.82平米,南,无,简装,德福花园 ,非共有,203,2室1厅,单价39945元/平米
115.65平米,南 北,有,精装,左庭右院 ,非共有,485,4室2厅,单价41937元/平米
51.72平米,东北,有,精装,皇御苑四期 ,非共有,430,2室1厅,单价83140元/平米
66.64平米,西北,有,简装,叠翠新峰花园 ,共有,242,2室2厅,单价36315元/平米
95平米,西南,无,简装,紫薇花园 ,非共有,380,3室1厅,单价40000元/平米
62.49平米,东南,有,精装,铂金时代罗湖 ,非共有,315,2室1厅,单价50409元/平米
38.44平米,东北,有,精装,新天地名居 ,非共有,260,1室1厅,单价67638元/平米
27.65平米,东南,有,精装,雅仕居 ,非共有,155,1室0厅,单价56058元/平米
70.89平米,西北,有,简装,龙珠花园A区 ,非共有,260,2室1厅,单价36677元/平米
43.09平米,东北,有,精装,金海岸大厦 ,非共有,430,1室1厅,单价99792元/平米
106.62平米,南,有,精装,东方明珠城 ,非共有,348,4室1厅,单价32640元/平米
47.33平米,南,无,简装,中房怡芬花园 ,非共有,195.8,1室2厅,单价41370元/平米
49.63平米,东,有,精装,华业玫瑰四季馨园二期 ,非共有,470,2室1厅,单价94701元/平米
37.54平米,南,无,精装,旭飞花园 ,非共有,340,2室1厅,单价90571元/平米
41.29平米,北,有,精装,银座金钻 ,非共有,198,1室1厅,单价47954元/平米
38.93平米,东,有,简装,旭飞华达园 ,非共有,203,1室1厅,单价52145元/平米
41.65平米,东北,有,精装,万科红一期 ,非共有,275,1室1厅,单价66027元/平米
75.25平米,南 北,有,精装,灏景明苑 ,共有,313,2室2厅,单价41595元/平米
52.13平米,东南,有,精装,金地上塘道二期 ,非共有,500,2室2厅,单价95915元/平米
79.86平米,东南,有,精装,远洋新干线一期 ,共有,350,3室1厅,单价43827元/平米
69.6平米,南,无,简装,滢水山庄二区 ,非共有,360,2室1厅,单价51725元/平米
34.23平米,西,有,简装,翡翠星光园 ,非共有,160,1室0厅,单价46743元/平米
37.09平米,西南,有,精装,鹏公馆 ,非共有,450,2室2厅,单价121327元/平米
60.35平米,东南,无,简装,又一村花园 ,非共有,226,2室1厅,单价37449元/平米
71平米,北,无,简装,滢水山庄 ,共有,365,2室1厅,单价51409元/平米
64.23平米,西南,无,简装,中海怡翠山庄一期 ,共有,318,2室1厅,单价49510元/平米
75.1平米,西,有,精装,中海半山溪谷花园 ,非共有,285,2室2厅,单价37950元/平米
75.83平米,东南,有,精装,远洋新天地 ,非共有,315,2室1厅,单价41541元/平米
29.13平米,南,有,精装,东门金座 ,共有,163,1室1厅,单价55957元/平米
65.09平米,东南,有,简装,新鸿花园 ,非共有,285,2室1厅,单价43786元/平米
68.35平米,西北,有,精装,桂芳园三期 ,非共有,310,2室1厅,单价45355元/平米
72.36平米,南,有,简装,阳光花园 ,非共有,308,2室1厅,单价42565元/平米
88.27平米,南,无,精装,风和日丽 ,非共有,450,3室2厅,单价50980元/平米
44.5平米,北,有,简装,信义假日名城六期溢芳园 ,非共有,240,1室1厅,单价53933元/平米
63.27平米,东南,无,简装,翠枫豪园 ,非共有,268,2室1厅,单价42359元/平米
52.76平米,东南,有,简装,怡康家园 ,非共有,252,2室1厅,单价47764元/平米
67.97平米,南 北,有,简装,鸿润豪苑 ,非共有,251,2室2厅,单价36929元/平米
41.12平米,西,有,精装,承翰南联公馆 ,非共有,140,2室1厅,单价34047元/平米
173.13平米,西南,有,精装,百仕达红树西岸 ,非共有,2800,3室2厅,单价161729元/平米
60.06平米,南,有,精装,星湖花园 ,非共有,345,2室2厅,单价57443元/平米
45.67平米,东北,有,精装,东方盛世花园 ,共有,220,1室1厅,单价48172元/平米
73.81平米,东,有,精装,信义荔山公馆 ,非共有,412.3,2室1厅,单价55860元/平米
66.88平米,西北,有,精装,茂业城 ,非共有,215,2室1厅,单价32148元/平米
98.1平米,西南,有,简装,红岭大厦 ,非共有,505,3室1厅,单价51479元/平米
36.24平米,南,有,简装,银晖名居 ,非共有,225,1室1厅,单价62087元/平米
75.16平米,东南,无,精装,风和日丽 ,非共有,368,2室1厅,单价48963元/平米
73.99平米,东南,有,精装,美丽365花园 ,共有,382,2室2厅,单价51629元/平米
55.1平米,南,无,简装,布吉区金沙花园 ,非共有,134.8,2室1厅,单价24465元/平米
64.19平米,东南,有,简装,康达尔花园三期 ,共有,278,2室1厅,单价43309元/平米
37.32平米,西南,有,简装,白金酒店公寓 ,非共有,330,2室1厅,单价88425元/平米
38.82平米,北,有,精装,鹏盛村 ,共有,300,1室0厅,单价77280元/平米
86平米,东南,有,精装,国展苑 ,非共有,264.8,2室1厅,单价30791元/平米
71平米,南,有,精装,泽润华庭 ,非共有,292,2室1厅,单价41127元/平米
105.91平米,西南,有,简装,丽晶国际 ,非共有,1120,3室1厅,单价105751元/平米
78.78平米,东,无,简装,丽湖花园一期 ,非共有,250,2室1厅,单价31734元/平米
94.15平米,南,有,精装,佳兆业可园三期 ,非共有,588,4室2厅,单价62454元/平米
39.85平米,西北,有,简装,万象天成 ,非共有,140.5,1室0厅,单价35258元/平米
78.32平米,南,有,精装,承翰陶源 ,非共有,265,2室1厅,单价33836元/平米
61.96平米,西北,有,简装,宝龙花园 ,共有,199.5,2室1厅,单价32199元/平米
76.25平米,西南,有,精装,润恒尚园 ,非共有,675,2室1厅,单价88525元/平米
88平米,西南,有,简装,华瑞大厦 ,非共有,500,2室2厅,单价56819元/平米
72.65平米,南 北,无,精装,腾昌花园 ,非共有,265,2室2厅,单价36477元/平米
22.56平米,西南,有,简装,丽廷豪苑 ,非共有,95,1室0厅,单价42110元/平米
38.03平米,东南,有,精装,花样年花乡 ,非共有,508,1室1厅,单价133579元/平米
79.26平米,南,有,简装,嘉洲富苑 ,非共有,605,3室1厅,单价76332元/平米
43.07平米,南 北,无,简装,德福花园 ,非共有,143,2室1厅,单价33202元/平米
44.59平米,西北,有,简装,信义假日名城六期溢芳园 ,非共有,240,1室1厅,单价53824元/平米
43平米,北,无,简装,德福花园 ,非共有,133,2室1厅,单价30931元/平米
30.35平米,西南,有,精装,碧海富通城四期 ,非共有,303.5,1室1厅,单价100000元/平米
77.95平米,西南,有,精装,群贤花园 ,非共有,476,2室1厅,单价61065元/平米
34.23平米,东,有,简装,翡翠星光园 ,非共有,160.5,1室0厅,单价46889元/平米
43.07平米,北,无,简装,德福花园 ,非共有,134,2室1厅,单价31113元/平米
87.23平米,东北,有,简装,百仕达乐湖 ,非共有,588,2室1厅,单价67409元/平米
57.99平米,北,有,精装,田心庆云花园 ,非共有,365,2室1厅,单价62942元/平米
57.53平米,东南,有,精装,宝龙花园 ,非共有,205,2室1厅,单价35634元/平米
35.28平米,南,有,精装,迷你新居福田 ,非共有,298,2室1厅,单价84468元/平米
35.84平米,西北,有,简装,金水湾御园 ,非共有,144,1室1厅,单价40179元/平米
60.91平米,东,有,精装,星桂园 ,非共有,426,2室1厅,单价69940元/平米
65.97平米,东南,有,精装,合正荣悦 ,非共有,660,2室1厅,单价100046元/平米
67.61平米,东北,有,精装,合能城市阳光花园 ,非共有,284,2室2厅,单价42006元/平米
43.09平米,东,有,简装,京基一百大厦 ,共有,330,1室1厅,单价76584元/平米
75平米,东南,有,简装,阳基新天地 ,非共有,275,2室2厅,单价36667元/平米
36.35平米,西南,有,精装,金色都汇 ,非共有,198,1室0厅,单价54471元/平米
51.74平米,北,有,精装,皇御苑四期 ,非共有,435,2室1厅,单价84075元/平米
74.24平米,南,有,精装,中南明珠苑 ,非共有,320,2室1厅,单价43104元/平米
35.06平米,北,有,精装,京基东方都会 ,非共有,190,1室1厅,单价54193元/平米
67.97平米,南 北,有,精装,鸿润豪苑 ,共有,250,2室1厅,单价36778元/平米
36.66平米,西南,有,精装,鹏公馆 ,非共有,450,1室1厅,单价122750元/平米
71.68平米,东北,有,简装,朗庭豪园 ,非共有,585,2室1厅,单价81613元/平米
64.29平米,西南,有,精装,振业峦山谷 ,非共有,249.8,2室2厅,单价38856元/平米
88.78平米,南,有,精装,振业峦山谷 ,非共有,323,3室1厅,单价36383元/平米
81.71平米,西南,有,精装,金成时代家园 ,非共有,785,2室2厅,单价96072元/平米
48.83平米,南,无,精装,超群大厦 ,非共有,180,1室1厅,单价36863元/平米
73.37平米,南,有,精装,豪方悠然居 ,非共有,780,2室2厅,单价106311元/平米
77.01平米,东南,有,简装,新厦苑 ,非共有,498,2室1厅,单价64667元/平米
44.67平米,东北,有,精装,红桂皇冠 ,非共有,200,1室1厅,单价44773元/平米
46.53平米,西南,有,精装,朗钜御风庭 ,非共有,278,1室1厅,单价59747元/平米
69.95平米,东南,有,精装,潜龙曼海宁花园南区 ,非共有,555,2室1厅,单价79343元/平米
49.95平米,南,有,精装,旺业豪苑 ,非共有,290,2室1厅,单价58059元/平米
76.58平米,西北,有,简装,珠江旭景佳园 ,共有,465,2室1厅,单价60721元/平米
67.96平米,南,暂无数据,精装,黄必围 ,非共有,250,2室1厅,单价36787元/平米
74.99平米,南,有,精装,合正瑞园 ,共有,690,2室1厅,单价92013元/平米
37.49平米,南,有,简装,中信湾上六座 ,非共有,348,1室1厅,单价92825元/平米
42.83平米,北,无,精装,汇龙花园 ,共有,325,1室1厅,单价75882元/平米
64.41平米,南,无,简装,合旺阁 ,非共有,435,2室1厅,单价67537元/平米
