name,type,area,direction,fitment,elevator,total_price,unit_price,property
万科麓城一期 ,2室2厅,69.99,西南,精装,有,410,58580,非共有
城市主场 ,1室1厅,45.22,西南,精装,有,430,95091,非共有
青年城邦园 ,1室1厅,42.04,东南,精装,有,260,61846,共有
宝龙花园 ,2室1厅,61.62,东,精装,有,202,32782,非共有
骏庭名园 ,2室1厅,58.01,东北,精装,有,337,58094,非共有
东埔海景花园二期 ,2室2厅,78.3,东南,精装,有,480,61303,共有
万科红一期 ,2室1厅,60.37,西南,精装,有,415,68743,非共有
万象新天 ,2室2厅,61.26,南,精装,有,523,85374,非共有
雅涛花园 ,2室1厅,66.8,东南,简装,无,475,71108,非共有
振业城 ,2室2厅,71.76,南,精装,有,310,43200,非共有
海心汇福园 ,2室1厅,70.11,北,精装,有,320,45643,非共有
凯伦花园 ,1室0厅,21.65,南,简装,有,175,80832,共有
信义荔山公馆 ,3室2厅,82.81,南 北,精装,有,509,61467,非共有
豪方菁园 ,2室2厅,47.21,东,简装,有,224,47448,非共有
艺丰花园A区 ,2室1厅,71.08,南,简装,无,450,63309,非共有
风和日丽 ,2室1厅,71.09,南,精装,无,375,52751,非共有
金域豪庭 ,2室2厅,47.86,北,简装,有,360,75220,共有
香缤广场 ,2室1厅,68.84,南,精装,有,600,87159,非共有
大众公寓 ,2室1厅,47.1,南,简装,无,298,63270,非共有
书香门第上河坊 ,2室1厅,61.32,东北,精装,有,535,87248,非共有
海心汇福园 ,2室2厅,77.78,东南,精装,有,350,44999,非共有
德兴大厦 ,2室1厅,38.1,东北,精装,有,180,47245,非共有
华府馨居 ,2室2厅,55.15,南 北,简装,有,575,104262,非共有
皇御苑四期 ,2室1厅,51.83,北,精装,有,435,83929,共有
都市名园 ,1室1厅,47.43,东南,简装,有,290,61143,非共有
大世纪水山缘 ,2室2厅,63.13,北,简装,有,300,47521,非共有
阳光新干线家园 ,1室1厅,38.85,东北,精装,有,220,56629,非共有
金达花园 ,2室2厅,67.56,东南,简装,无,430,63648,非共有
大世纪水山缘 ,1室1厅,42.99,北,精装,有,194,45127,共有
招商果岭花园 ,2室1厅,70.64,西南,精装,有,600,84938,非共有
帝港海湾豪园 ,2室1厅,64.86,北,简装,有,525,80944,非共有
深业东岭 ,2室1厅,71.91,西北,精装,有,506,70366,非共有
荣超花园 ,2室1厅,65.44,东北,精装,有,290,44316,共有
大世纪水山缘 ,2室2厅,72.84,东北,精装,有,318,43658,非共有
卡罗社区 ,1室1厅,53.68,东北,精装,有,508,94635,非共有
嘉多利花园 ,2室1厅,76.34,西南,简装,有,830,108725,非共有
康达尔花园四期 ,2室2厅,72.03,东,精装,有,330,45815,非共有
新华城 ,2室1厅,70.83,北,简装,有,425,60003,非共有
幸福枫景 ,2室2厅,77.77,南,精装,有,520,66864,非共有
青春庭园 ,1室1厅,37.29,南,精装,无,300,80451,非共有
万家灯火 ,2室2厅,66.51,南,精装,无,378,56834,非共有
和亨中心广场 ,2室2厅,68.76,西南,精装,有,268,38977,非共有
合正佳园 ,2室1厅,82.1,东,精装,有,885,107796,非共有
东方半岛花园A区 ,2室2厅,74.04,西南,简装,有,278,37548,非共有
黄金大厦 ,2室1厅,64.04,西北,精装,有,485,75734,共有
合正锦湖魅力城 ,1室1厅,32.46,东南,精装,有,243,74862,非共有
振业峦山谷 ,2室1厅,79.12,北,简装,有,305,38550,非共有
泰华俊庭 ,2室1厅,61.95,东南,精装,有,528,85231,共有
鑫竹苑 ,2室1厅,82.43,东南,精装,有,1000,121316,非共有
远洋新天地 ,2室1厅,75.83,南,精装,有,315,41541,共有
豪方菁园 ,2室1厅,38.63,南,精装,有,238,61611,非共有
凯丰花园二期 ,2室1厅,32.39,西北,精装,有,295,91078,非共有
康达尔花园五期蝴蝶堡 ,2室1厅,65.03,西,简装,有,338,51977,非共有
汇鑫花园 ,2室2厅,65,北,精装,有,368,56616,非共有
城南雅筑 ,2室1厅,50.93,西北,精装,有,223,43786,非共有
梅兴苑 ,2室2厅,79.34,南 北,精装,无,500,63020,非共有
泰华俊庭 ,2室2厅,58.7,西北,精装,有,520,88587,非共有
金城华庭 ,2室1厅,63.23,北,精装,有,560,88566,非共有
旭飞华达园 ,1室0厅,19.97,南,简装,有,110,55083,非共有
龙威花园二期 ,2室1厅,59.13,东南,精装,有,275,46508,非共有
德兴花园 ,2室1厅,82.79,南,简装,无,295,35633,非共有
青年城邦园 ,1室1厅,40.62,东南,精装,有,260,64008,共有
和平广场 ,2室1厅,61.61,西南,简装,有,380,61679,非共有
凤凰印象 ,1室1厅,41.25,东北,精装,有,350,84849,非共有
茂业城 ,2室1厅,66.88,南,精装,有,212,31699,非共有
国都高尔夫一期 ,2室2厅,89.47,北,精装,有,620,69297,共有
万科第五园一期 ,2室2厅,75.55,东南 西北,精装,无,450,59564,非共有
泰华阳光海小区 ,2室2厅,81.13,南,精装,有,850,104771,共有
富通苑 ,2室2厅,78.76,东南,简装,有,540,68563,非共有
缔馨园 ,1室1厅,38.99,北,精装,有,475,121827,非共有
中海怡翠山庄三期 ,2室1厅,71.82,南,精装,无,340,47341,非共有
保利悦都 ,2室2厅,67.96,西南,精装,有,450,66216,共有
广兴源圣拿威 ,1室1厅,33.14,西北,精装,有,365,110139,非共有
黄金大厦 ,2室1厅,63.52,西北,精装,有,485,76354,共有
万科麓城一期 ,2室2厅,70.2,东南,精装,有,400,56981,非共有
新华城 ,2室1厅,80.81,南,精装,有,500,61874,非共有
香缇雅苑 ,2室2厅,58.83,南,精装,有,370,62894,非共有
莱蒙水榭春天一期 ,2室1厅,67.86,南,精装,有,625,92102,非共有
先科花园 ,1室1厅,38.55,东 西,精装,无,265,68742,非共有
鸿昌花园 ,2室2厅,80.81,西南,简装,有,520,64349,非共有
西城上筑花园 ,2室2厅,74.59,东北,精装,有,900,120660,非共有
东方明珠城 ,2室1厅,72.61,西,精装,有,296,40766,非共有
国展苑 ,2室2厅,54.72,东,简装,有,219,40022,非共有
森威大厦 ,2室1厅,76.42,南,简装,有,345,45146,非共有
诺德中央道 ,2室1厅,70.14,北,精装,有,452,64443,非共有
华浩源四期景园 ,2室1厅,71.59,北,精装,有,343,47912,非共有
城市东座 ,2室2厅,49.3,南,精装,有,328,66532,非共有
中海半山溪谷花园 ,2室1厅,72.87,西南,精装,有,300,41170,共有
京基东方华都 ,1室0厅,31.86,南,简装,有,280,87885,非共有
彩福大厦 ,1室1厅,43.89,西,精装,有,300,68353,非共有
桃源居十二区 ,2室2厅,73,南 北,精装,无,440,60274,非共有
东方明珠城 ,2室1厅,72.23,东,精装,有,298,41258,非共有
汇龙花园 ,1室1厅,42.82,北,简装,无,325,75900,非共有
丽廷豪苑 ,1室0厅,23.97,东北,简装,有,95,39633,非共有
翡翠星光园 ,2室1厅,67.42,东,精装,有,314,46574,非共有
白金酒店公寓 ,2室1厅,37.32,西南,精装,有,322,86281,非共有
星海名城五期 ,2室1厅,84.13,西,精装,有,760,90337,非共有
信义锦绣花园 ,2室2厅,70.96,西南,精装,有,335,47210,非共有
世纪春城三期 ,3室1厅,83.9,南,简装,有,518,61741,非共有
润恒大厦 ,2室1厅,58.14,北,简装,有,413,71036,非共有
兴达华府 ,1室1厅,31.42,西北,精装,有,246,78295,非共有
诺德中央道 ,2室1厅,69.49,南 北,精装,有,435,62599,非共有
信义假日名城四期锦绣园 ,2室1厅,70.33,南,精装,有,408,58013,共有
中华花园 ,3室1厅,71.13,南,精装,有,323,45410,共有
盈富家园 ,1室0厅,38.25,南,简装,有,100,26144,非共有
诺德中央道 ,2室1厅,70.14,北,精装,有,445,63445,非共有
横岗联建楼 ,1室1厅,37.3,东南,简装,暂无数据,130,34853,共有
风采轩 ,2室2厅,75.68,东南,简装,无,790,104387,非共有
万科麓城一期 ,2室1厅,69.84,东南,精装,有,430,61570,非共有
华业玫瑰郡 ,3室2厅,87.84,南,简装,有,380,43261,非共有
东方明珠城 ,2室1厅,70.37,东北,精装,有,278,39506,非共有
丽湖花园二期 ,2室1厅,58.12,东南,精装,无,220,37853,非共有
阳光花园 ,2室1厅,58.83,南,精装,无,270,45895,非共有
茵悦之生花园二期 ,2室1厅,67.37,北,简装,有,330,48984,非共有
金城大厦 ,2室1厅,37.17,北,简装,有,171,46005,非共有
碧海名园 ,2室1厅,60.1,东北,精装,无,470,78203,非共有
万科第五园三期 ,2室2厅,86.5,南,精装,有,538,62197,非共有
卡罗社区 ,2室1厅,69.6,东南,精装,有,650,93391,非共有
京基一百大厦 ,1室1厅,43.13,东,精装,有,326,75586,非共有
阳基阳光城市 ,2室1厅,65.52,北,精装,有,530,80892,非共有
融湖中心城一期 ,2室1厅,71,西南,精装,有,375,52817,非共有
龙悦居四期 ,2室1厅,63.5,东南,精装,有,595,93701,共有
金地梅陇镇二期 ,2室1厅,76.11,南,精装,有,545,71607,非共有
俊景园 ,2室2厅,84.91,西北,精装,有,470,55353,非共有
锦城星苑 ,2室1厅,55.46,北,简装,无,175,31555,非共有
中航天逸 ,2室1厅,76,南,精装,有,680,89474,非共有
润华苑 ,2室2厅,62.7,西,精装,有,500,79745,非共有
华昱花园 ,2室1厅,43.96,南,简装,无,185,42084,非共有
荣超花园 ,2室1厅,70.95,南 北,精装,有,267.8,37745,非共有
阳光棕榈园三期 ,2室1厅,73.74,东,简装,有,698,94657,非共有
信义御城豪园 ,2室1厅,66.92,东北,精装,有,335,50060,非共有
香缤广场 ,1室1厅,41.81,西南,精装,有,380,90888,非共有
翠馨居花园 ,1室0厅,31.41,南,精装,有,325,103471,非共有
中粮幸福花园 ,2室1厅,43.7,东北 东南,简装,有,390,89245,非共有
中兆花园 ,2室1厅,64.59,东,精装,有,265,41029,非共有
金城大厦 ,2室1厅,44.42,东北,精装,有,225,50653,非共有
世纪春城三期6号地 ,2室1厅,60.44,东 西,简装,有,425,70318,非共有
新鸿进花园 ,2室2厅,67.7,东南,精装,无,288.8,42659,非共有
万科千林山居二期（万科清林径） ,3室2厅,81.84,北,精装,有,340,41545,非共有
金鼎大厦 ,2室2厅,71.94,东南,精装,有,360,50042,非共有
鹏盛村 ,1室0厅,31.48,北,简装,无,257,81640,非共有
中海西岸华府北区 ,2室2厅,79.26,东南,精装,有,410,51729,非共有
坤祥花语馨 ,4室1厅,83.13,南,精装,有,375,45111,非共有
桂芳园四期 ,3室1厅,85.55,东南,精装,有,400,46757,非共有
京基御景印象一期 ,3室2厅,89.06,东南,精装,有,368,41321,非共有
百合山庄 ,2室1厅,72.4,南,精装,无,325,44890,共有
信义假日名城六期溢芳园 ,2室1厅,69.86,东,精装,有,385,55111,非共有
富瑰园 ,2室2厅,77.59,西南,简装,有,520,67019,非共有
飞扬时代大厦 ,1室0厅,37.61,西,简装,有,240,63813,非共有
汇锦名园 ,2室2厅,76.46,南,简装,有,465,60817,非共有
东方盛世花园 ,2室1厅,45.67,东北,精装,有,240,52551,非共有
尚书苑 ,2室1厅,70.92,东南,精装,有,580,81783,非共有
玮鹏花园 ,2室1厅,81.08,西北,简装,有,1000,123335,非共有
华清园 ,3室2厅,72.71,南,精装,有,330,45386,非共有
南溪新苑 ,1室1厅,41.37,东,简装,有,328,79285,非共有
皇御苑一期 ,1室1厅,48.44,北,精装,有,350,72255,非共有
招商果岭花园 ,2室1厅,72.14,西北,精装,有,630,87331,共有
阳光花园 ,2室1厅,48.12,南,简装,有,256,53201,非共有
振业梅苑 ,2室1厅,57.66,东,精装,无,430,74576,非共有
国展苑 ,2室1厅,73.97,东南,精装,有,289,39070,非共有
科技园三十区 ,1室0厅,32.19,南,简装,无,425,132029,非共有
鸿业苑二期 ,2室1厅,57,东北,精装,有,500,87720,非共有
金石雅苑 ,2室1厅,59.13,西南,精装,有,395,66802,非共有
雅乐居 ,1室1厅,32.12,西北,精装,有,225,70050,非共有
金域豪庭 ,2室2厅,79.74,西南,其他,有,520,65212,非共有
京基御景华城 ,1室0厅,27.46,北,简装,有,220,80117,非共有
合正观澜汇 ,2室2厅,56.27,南,精装,有,390,69309,非共有
汇泰大厦 ,1室0厅,33.78,北,简装,有,170,50326,非共有
日豪名园 ,2室1厅,62.8,东,简装,有,280,44586,共有
骏庭名园 ,2室1厅,57.95,东南,简装,有,345,59535,非共有
自由港湾公寓 ,1室0厅,27,西南 南,精装,有,240,88889,非共有
万福人家 ,1室1厅,43.94,东南,精装,有,290,66000,非共有
置地逸轩 ,1室1厅,46.38,北,精装,有,275,59293,非共有
博林天瑞 ,4室2厅,198.85,东南,精装,有,1860,93538,非共有
金地龙城中央一期 ,1室1厅,42.3,东南,精装,有,109,25769,非共有
龙光玖云著 ,2室1厅,37,南,精装,有,110,29730,非共有
麓园 ,4室2厅,140.95,东南,毛坯,有,595,42214,非共有
五洲星苑 ,2室1厅,71.28,北,精装,有,618,86701,非共有
花好园 ,1室1厅,40.85,西,简装,有,398,97430,非共有
英达钰龙园 ,2室1厅,43.16,西南,简装,有,430,99630,非共有
壹锦园 ,3室2厅,76.09,南,精装,有,570,74912,非共有
宝安山庄 ,3室2厅,79.74,北,精装,无,350,43893,共有
九州家园 ,4室2厅,132.81,南,简装,有,370,27860,非共有
灵芝新村 ,3室2厅,70.1,东南,简装,无,650,92725,非共有
东方明珠城 ,3室1厅,108.6,东南,精装,有,360,33150,非共有
鼎太风华七期 ,2室1厅,70.95,东南 南,精装,有,875,123327,非共有
德兴花园 ,3室1厅,76.91,南,精装,无,295,38357,共有
深业御园 ,3室2厅,87.62,南,精装,有,278,31728,非共有
雍翠华府 ,3室1厅,75.63,北,精装,有,425,56195,非共有
麟恒中心广场一期 ,3室2厅,70.12,南,精装,有,352,50200,共有
锦绣江南四期 ,3室2厅,87.65,南,精装,有,520,59327,非共有
桂芳园五期 ,3室2厅,92.06,西北,精装,有,393,42690,非共有
金豪花园 ,3室2厅,83.98,南,精装,无,380,45249,非共有
麟恒中心广场一期 ,3室1厅,54.55,西南,精装,有,305,55913,非共有
中信领航 ,4室2厅,128.04,西北,精装,有,958,74821,非共有
金地梅陇镇二期 ,3室2厅,116.07,南,精装,有,732,63066,非共有
松坪村东区三期 ,2室2厅,59.36,西北,精装,有,558,94003,共有
雍华府 ,4室2厅,150.38,南,精装,有,1650,109723,非共有
丰润花园 ,3室1厅,89.04,南,简装,无,405,45486,非共有
华浩源B区 ,3室1厅,123.68,南 北,精装,有,460,37193,非共有
万科天誉二期 ,4室2厅,124.41,东南,精装,有,600,48228,非共有
阳光花园 ,3室2厅,79.37,北,简装,无,320,40318,非共有
金地名峰 ,4室1厅,89.89,南,精装,有,399,44388,非共有
万科云城 ,2室2厅,50.8,北,精装,有,360,70867,非共有
金海岸大厦 ,1室1厅,36.36,东,简装,有,373,102586,非共有
万象天成 ,3室1厅,89,东南,简装,有,338,37978,非共有
聚豪园 ,4室2厅,144.97,南,精装,有,1288,88846,非共有
星河智荟 ,3室2厅,88.66,东南,精装,有,390,43989,非共有
翠枫豪园 ,3室2厅,81.73,南,精装,有,360,44048,非共有
东方明珠城 ,3室2厅,108,东南,精装,有,355,32871,非共有
碧涛苑 ,3室1厅,111.4,东南,简装,有,590,52963,非共有
中海大山地北区 ,3室1厅,89.68,东南,简装,有,395,44046,非共有
信义锦绣花园 ,3室2厅,100.89,西南,简装,有,460,45595,非共有
松坪村东区三期 ,2室1厅,60.45,北,精装,有,540,89331,共有
佳兆业可园五期 ,4室1厅,98.44,北,简装,有,520,52825,非共有
龙威花园二期 ,3室1厅,58.32,南,精装,有,275,47154,非共有
佳兆业可园五期 ,4室1厅,98.44,东北,精装,有,520,52825,共有
理想家园 ,3室1厅,97.77,东南,精装,有,463,47357,非共有
佳兆业可园七期 ,3室1厅,110.82,北,精装,有,560,50533,非共有
中洲华府 ,4室2厅,167.73,东南,精装,有,1498,89311,非共有
光明1号 ,4室2厅,166.8,东南,毛坯,有,850,50960,非共有
星海名城二期七组团 ,3室1厅,79.56,东,精装,有,710,89241,非共有
星海名城六期 ,4室2厅,149.59,北,精装,有,1320,88242,非共有
鸿荣源尚峰 ,3室2厅,75.58,北,精装,有,530,70125,非共有
龙坤居 ,2室1厅,55.81,东 北,精装,无,448,80273,非共有
中城康桥花园一期 ,3室2厅,114.28,东南,简装,有,368.5,32246,非共有
金地梅陇镇四期 ,3室2厅,123,南,简装,有,680,55285,非共有
阳光花园 ,3室1厅,91.32,南,简装,有,338,37013,非共有
龙岗天健郡城 ,3室2厅,109.45,南 北,精装,有,465,42486,非共有
深圳海航城 ,3室2厅,66.6,东南,精装,有,297,44595,非共有
纯海岸 ,3室2厅,121.87,东南,精装,有,2000,164110,非共有
南天一花园 ,3室2厅,107,南,简装,有,1550,144860,共有
满京华喜悦里 ,3室1厅,71.42,南,简装,有,360,50407,共有
万科麓城二期 ,3室1厅,88.32,东南,精装,有,600,67935,共有
华盛盛荟 ,3室1厅,75.04,东南,精装,有,720,95949,非共有
星河传奇二期 ,4室2厅,88.2,南,精装,有,725,82200,非共有
万象新园 ,1室1厅,45.56,南,精装,有,412,90431,非共有
海语东园 ,3室2厅,108,东南,简装,有,418,38704,非共有
英郡年华 ,3室1厅,83.8,东北,精装,有,405,48330,共有
天骄世家 ,3室2厅,96.15,东南,精装,有,690,71763,非共有
海雅缤纷城 ,3室2厅,122,西南,精装,有,1150,94263,非共有
锦绣江南三期 ,4室2厅,112.67,南,精装,有,610,54141,非共有
雅仕荔景苑 ,1室1厅,36.23,西,简装,有,390,107646,非共有
翡翠星光园 ,2室1厅,54.95,北,精装,有,280,50956,非共有
龙华花半里花园 ,3室1厅,88.3,东南,精装,有,500,56626,非共有
君成雍和园 ,3室2厅,84.37,东南,精装,有,745,88302,非共有
金地名峰 ,3室1厅,89,东北,精装,有,360,40450,非共有
半岛苑 ,3室2厅,84.42,西北,简装,无,297,35182,非共有
永利大厦 ,3室2厅,101.93,南,精装,有,420,41205,共有
碧海名园 ,3室2厅,59.85,东南,简装,无,455,76024,非共有
南海中心 ,2室1厅,73.6,东南,简装,有,368,50001,共有
金地上塘道一期 ,3室2厅,78.37,东南,精装,有,619,78985,共有
信义御城豪园 ,3室2厅,89.48,东南,精装,有,430,48056,非共有
麒麟花园A区 ,3室1厅,105.79,南,简装,有,1350,127612,非共有
山语华庭 ,4室1厅,140.47,东南,精装,有,868,61793,非共有
万科第五园三期 ,5室2厅,114.34,西南,精装,有,600,52476,非共有
佳兆业可园一期 ,3室2厅,98.76,南,精装,有,550,55691,非共有
绿景花园二期 ,2室1厅,70,南,精装,有,640,91429,非共有
星河丹堤 ,4室1厅,274.56,西南,精装,有,2086,75977,非共有
鸿荣源尚峰 ,3室1厅,73.53,东南,精装,有,525,71400,非共有
龙城华府 ,4室2厅,121.56,东南,精装,有,505,41544,共有
嘉洲华苑 ,2室1厅,76.54,东北,简装,有,550,71858,非共有
大冲城市花园 ,2室1厅,80.74,南,精装,有,1300,161011,非共有
金成名苑 ,3室1厅,92.5,东北,精装,有,660,71352,非共有
松坪村东区三期 ,2室1厅,59.09,东南,精装,有,590,99848,非共有
恒地悦山湖花园 ,3室2厅,88.18,东,精装,有,432,48991,非共有
盛荟居 ,3室2厅,86.97,南 北,精装,有,699,80373,非共有
碧海名园 ,3室1厅,84.07,北,精装,无,565,67206,非共有
港湾生活小区 ,2室2厅,77,南,精装,暂无数据,568,73767,非共有
城南雅筑 ,3室1厅,84.84,东南,精装,有,295.8,34866,非共有
文汇花园 ,3室1厅,81.49,南 北,精装,无,486,59640,非共有
松坪村东区三期 ,2室1厅,60.07,西北,精装,有,565,94057,非共有
翠枫豪园 ,3室1厅,73.53,东南,简装,无,326,44336,非共有
海滨城广场 ,3室1厅,90.9,西南,精装,有,595,65457,非共有
阳光海滨花园 ,3室2厅,75.71,西南,精装,有,1300,171708,非共有
梅兴苑 ,2室1厅,74.24,南,简装,无,480,64656,非共有
广兴源圣拿威 ,4室2厅,89.29,东南,精装,有,950,106395,非共有
佳兆业可园七期 ,2室2厅,79.52,东北,精装,有,425,53446,非共有
富源商贸中心 ,3室2厅,113.92,西北,简装,有,678,59516,非共有
颐林雅院 ,3室1厅,82.63,北,简装,无,580,70193,共有
潜龙曼海宁花园南区 ,3室2厅,86.97,东南,精装,有,700,80488,共有
金地梅陇镇三期 ,3室2厅,89.52,南 北,精装,有,598,66801,非共有
信义御城豪园 ,3室2厅,89.05,西南,精装,有,410,46042,非共有
中城康桥花园二期 ,3室2厅,71.78,东南,精装,无,293,40820,非共有
华业玫瑰四季馨园一期 ,2室1厅,72.37,东南,精装,有,630,87053,非共有
前海金岸 ,2室2厅,70.87,西南,精装,有,650,91718,非共有
文汇花园 ,3室1厅,94.9,西南,简装,无,530,55849,非共有
福永花苑 ,3室2厅,76.5,东南,精装,有,375,49020,非共有
宝生Midtown ,3室2厅,129.74,北,精装,有,1500,115616,非共有
中粮一品澜山花园 ,3室1厅,88.95,南,简装,有,263,29568,非共有
新光活力小区 ,2室1厅,69.73,南,简装,有,468,67117,共有
海云轩 ,3室1厅,91.65,西南,简装,有,690,75287,共有
云顶翠峰 ,4室2厅,185.46,南 北,精装,有,1360,73332,非共有
东门金座 ,1室1厅,37.38,南,精装,有,195,52167,非共有
珠光花半里 ,2室2厅,71.48,南,精装,有,660,92334,非共有
国都高尔夫花园二期 ,3室2厅,109.47,东南,精装,有,780,71253,非共有
鹏兴花园一期 ,2室2厅,79.27,南,精装,无,425,53615,共有
福宇轩 ,3室2厅,112.92,东北,精装,有,750,66419,共有
彩天名苑 ,3室1厅,85.83,东南,精装,有,630,73401,非共有
阳光海景豪苑 ,2室1厅,58,西,精装,有,578,99656,非共有
城投七里香榭 ,2室1厅,74.83,东南,精装,有,529.3,70734,非共有
荣超花园 ,3室1厅,106.4,南,精装,有,393,36937,非共有
满京华喜悦里 ,3室2厅,81.34,东南,精装,有,388,47702,非共有
长安花园 ,4室2厅,129.12,东北,精装,有,1530,118495,非共有
阳光花园 ,3室2厅,91.7,北,精装,有,380,41440,非共有
长安花园 ,3室1厅,98.3,西南,精装,有,1420,144456,共有
福保桂花苑 ,3室1厅,76.56,南,精装,有,735,96004,共有
华清园 ,3室1厅,74.34,北,其他,有,335,45064,共有
鸿荣源尚峰 ,3室1厅,75.58,东,精装,有,525,69463,非共有
俊峰丽舍 ,2室2厅,77.38,北,简装,有,620,80125,非共有
慢城三期 ,3室1厅,78.14,南,精装,有,410,52470,共有
天威花园 ,3室2厅,112.7,西南,精装,有,730,64774,非共有
富通V都会 ,3室1厅,88.86,南,精装,有,650,73149,非共有
深蓝季节 ,1室1厅,36.41,东南,精装,有,410,112607,非共有
港丽豪园 ,3室2厅,107.94,东南,精装,有,850,78748,非共有
半岛苑 ,3室2厅,93.88,南,精装,有,358,38134,非共有
文峰华庭 ,3室2厅,84.14,南,精装,有,420,49917,非共有
THETOWN乐城 ,3室2厅,89,西北,精装,有,435,48877,非共有
卓越弥敦道 ,3室2厅,86.49,东南,精装,有,400,46249,非共有
阳光花园 ,3室1厅,79.88,北,精装,无,320,40061,非共有
海岸明珠园 ,2室2厅,73.23,西北,精装,有,880,120170,非共有
海珑华苑 ,2室1厅,71.46,东南,精装,有,420,58775,共有
中航阳光新苑 ,3室1厅,92.16,东 东北,精装,有,626,67926,非共有
阳光里雅居 ,2室1厅,50.95,东,精装,有,600,117763,非共有
万科四季花城五期 ,3室2厅,105.86,南,简装,无,560,52901,非共有
深业新岸线一期 ,3室1厅,120,西北,精装,有,1250,104167,非共有
力高君御国际 ,3室2厅,78.25,东南,精装,有,360,46007,非共有
绿景大公馆 ,4室2厅,113.66,西南,精装,有,899,79096,非共有
新世界山月居 ,3室2厅,97,南,简装,有,880,90722,非共有
运河蓝湾 ,3室2厅,86.08,南 北,精装,有,370,42984,非共有
梅林一村五区 ,3室1厅,98.5,北,简装,有,750,76143,共有
桃源居五区 ,3室1厅,89.76,南,精装,无,550,61275,非共有
华丽花园 ,3室2厅,100.2,东北,精装,有,590,58883,非共有
幸福城三期 ,3室2厅,89.79,东南,精装,有,668,74396,非共有
信义荔山公馆 ,3室2厅,87.32,南,精装,有,580,66423,非共有
信义御城豪园 ,3室1厅,89.14,东南,精装,有,455,51044,非共有
锦绣东方 ,3室1厅,74.48,南,简装,有,425,57063,非共有
荔林春晓 ,3室2厅,109.84,北,简装,有,1400,127459,非共有
帝景峰 ,3室2厅,72.56,东南,简装,有,273,37625,非共有
万科金域蓝湾三期 ,3室2厅,116.4,南,精装,有,1180,101375,非共有
英郡年华 ,3室2厅,99.42,东南,简装,有,397,39932,非共有
中粮幸福花园 ,2室1厅,39.88,东南,精装,有,370,92779,非共有
宇宏健康花城 ,3室1厅,89.49,西,精装,有,550,61460,非共有
兰花苑 ,3室2厅,91.3,东南,精装,无,518,56737,非共有
日出印象二期 ,3室2厅,86.61,北,精装,无,495,57153,非共有
碧海湾花园 ,3室1厅,95.26,东南,简装,无,618,64876,共有
鼎太风华二期 ,3室2厅,97.76,南 北,精装,有,1280,130933,非共有
远洋新干线一期 ,4室1厅,107.04,东北,精装,有,430,40172,非共有
绿景中城天邑花园 ,2室1厅,47.6,东北,简装,有,518,108824,非共有
龙园山庄 ,3室1厅,110,东南,简装,有,420,38182,非共有
荔树人家 ,3室1厅,89.63,北,简装,有,560,62480,非共有
鸿洲新都 ,2室1厅,46.26,南,精装,有,420,90792,非共有
大世纪花园 ,3室1厅,102.49,东北,简装,有,408,39809,共有
华润城润府一期 ,2室2厅,83.74,西北,精装,有,1588,189635,非共有
桃源居七区 ,3室2厅,113.92,东南 西北,简装,有,610,53547,非共有
懿花园 ,3室2厅,89.72,南,精装,有,550,61302,非共有
金地梅陇镇二期 ,3室2厅,98.85,南,精装,有,690,69803,非共有
富盈门 ,3室2厅,107.43,东北,精装,有,680,63298,非共有
康达尔花园四期 ,3室1厅,71.68,东南,精装,有,358,49945,共有
佳兆业城市广场三期 ,3室2厅,88.62,北,精装,有,748,84406,非共有
富盈门 ,2室1厅,79.5,东南,精装,有,570,71699,非共有
徽王府 ,3室2厅,111.05,南,精装,有,480,43224,非共有
龙城国际 ,4室2厅,156.9,西南 东北,精装,有,780,49714,非共有
中航天逸 ,3室1厅,89,东南,精装,有,875,98315,非共有
桃源居十五区 ,3室2厅,130.08,南,精装,有,798,61347,非共有
同乐大厦 ,2室1厅,66.03,南,精装,有,328,49675,非共有
香缇雅苑 ,3室1厅,85.64,东 西,精装,无,425,49627,非共有
丰润花园 ,3室1厅,81.1,西南,精装,无,380,46856,非共有
嘉洲豪园 ,3室2厅,104.28,南,精装,有,710,68086,非共有
翠枫豪园 ,3室1厅,73.53,东南,精装,无,310,42160,共有
金水湾御园 ,3室1厅,48,东南,精装,有,238,49584,非共有
四季御园 ,3室1厅,83.6,北,精装,有,528,63158,非共有
合正观澜汇 ,3室2厅,74.22,东南,精装,有,520,70062,非共有
太阳雨家园 ,3室1厅,84.06,西 北,精装,有,542,64478,非共有
福永花苑 ,3室2厅,84.08,东南,简装,有,413,49120,非共有
世纪村一期 ,1室1厅,50.73,西,精装,有,505,99547,非共有
仓前锦福苑 ,2室1厅,72.88,南,精装,有,515,70665,非共有
松坪村东区三期 ,2室2厅,59.26,东南,简装,有,578,97537,共有
桃源居十二区 ,3室2厅,83.1,东南,精装,无,418,50301,非共有
佳兆业新都汇 ,3室2厅,82.93,西北,精装,有,480,57881,共有
天威花园 ,3室2厅,96.67,东南,简装,有,665,68791,共有
花语岸 ,3室1厅,76.01,南,精装,有,400,52625,非共有
彩天名苑 ,3室2厅,114.12,南 北,精装,有,738,64669,非共有
茗香苑 ,3室2厅,86.04,东南,精装,有,739,85891,非共有
皇庭香格里花园 ,2室2厅,67,西,简装,有,618,92239,非共有
韵动家园 ,2室1厅,76.78,北,精装,有,580,75541,非共有
绿景大公馆 ,5室2厅,143.51,南,精装,有,930,64804,共有
